,name,title,company_ticker,source
12968,Bente Moore,Deputy Director,SVEG,investing
12969,Ladislav Štepánek,Chief Fossil & Hydro Officer and Director,CEZ,investing
12970,Laurent Guillot,Independent Director,SAF,investing
12971,Stig Standal Taule,Deputy Director,SVEG,investing
12972,Lars Frederiksen,Independent Deputy Chairman of the Board,MATAS,investing
12973,Daniel Beneš,Chairman & CEO,CEZ,investing
12974,Evtushenkov Feliks Vladimirovich,Non-Executive Director,SSAq,investing
12975,Magne Morken,Independent Deputy Chairman,SVEG,investing
12976,Michaela Chaloupková,Chief Administration Officer & Director,CEZ,investing
12977,Marianne Dorthea Jacobsen,Independent Director,SVEG,investing
12978,H. C. Allum,Independent Non-Executive Director,STCK,investing
12979,Zdenek Cerný,Vice Chairman of Supervisory Board,CEZ,investing
12980,Christer Økland,Member of Supervisory Board,SVEG,investing
12981,Pavel Cyrani,"Vice Chairman, Deputy CEO of Strategic Development and Chief Sales & Strategy Officer",CEZ,investing
12982,Anna Grigorievna Belova,Deputy Chairman,SSAq,investing
12983,Marc Aubry,Employee Shareholders Director,SAF,investing
12984,Birgitte Nielsen,Independent Director,MATAS,investing
12985,Agnethe Brekke,Independent Director,SVEG,investing
12986,Christine Sagen Helgø,Director,SVEG,investing
12987,Henrik Gundersen,Director,SVEG,investing
12988,Jitka Cermáková,Employee Representative Member of Supervisory Board,CEZ,investing
12989,Line Berggreen Jacobsen,Senior Advisor to the CEO,SVEG,investing
12990,David Ossian Maloney,Independent Non-Executive Chairman,STCK,investing
12991,Mette Maix,Independent Director,MATAS,investing
12992,Yaroslav Kuzminov,Independent Director,SSAq,investing
12993,Daniel Mazaltarim,Director,SAF,investing
12994,Vladimír Hronek,Employee Representative Member of Supervisory Board,CEZ,investing
12995,František Vágner,Member of Supervisory Board,CEZ,investing
12996,Vladimír Cerný,Member of Supervisory Board,CEZ,investing
12997,Karel Tyll,Members of Supervisory Board,CEZ,investing
12998,Kenneth Melchior,Independent Director,MATAS,investing
12999,Etienne Schneider,Independent Director,SSAq,investing
13000,Juliette Natasha Stacey,Independent Non-Executive Director,STCK,investing
13001,Robert Peugeot,Independent Director,SAF,investing
13002,Lubomír Klosík,Employee Representative Member of Supervisory Board,CEZ,investing
13003,Vladimír Kohout,Member of Supervisory Board,CEZ,investing
13004,Josef Suchánek,Employee Representative Member of Supervisory Board,CEZ,investing
13005,Henrik Taudorf Lorensen,Independent Director,MATAS,investing
13006,Bohdan Zronek,Chief Nuclear Officer & Director,CEZ,investing
13007,Olivier Andries,CEO & Director,SAF,investing
13008,Ondrej Landa,Vice-Chairman of Supervisory Board,CEZ,investing
13009,Otakar Hora,Chairman of Supervisory Board,CEZ,investing
13010,Tomáš Pleskac,"Deputy CEO of New Energy, Chief Renewables & Distribution Officer and Director",CEZ,investing
13011,Jan Vanecek,Member of Supervisory Board,CEZ,investing
13012,Anne Bouverot,"Chairman of Morpho, Chief Executive Officer of Safran Identity & Security and Director of Morpho",SAF,investing
13013,Gregory Paul Fitzgerald,CEO & Executive Director,VTYV,investing
13014,Lars Vinge Frederiksen,Independent Chairman of the Board,MATAS,investing
13015,Martin Novák,"CFO, Deputy CEO of Operations & Director",CEZ,investing
13016,Susanna Campbell,Independent Director,KINVBs,investing
13017,Charlotte Stromberg,Independent Director,KINVBs,investing
13018,James Anderson,Chairman of the Board,KINVBs,investing
13019,Brian James McBride,Independent Director,KINVBs,investing
13020,Cecilia Qvist,Independent Director,KINVBs,investing
13021,Ross McInnes,Chairman of the Board,SAF,investing
13022,Nigel Keen,Independent Non-Executive Director,VTYV,investing
13023,Christophe Satin,"COO, Deputy CEO & Director",IDLA,investing
13024,Harald Mix,Director,KINVBs,investing
13025,Stephanie Besnier,Representative Director,SAF,investing
13026,Ralph Graham Findlay,Senior Independent Director,VTYV,investing
13027,Eric Hemar,Chairman & CEO,IDLA,investing
13028,Patricia S. Bellinger,Independent Director,SAF,investing
13029,Margaret Christine Browne,Independent Non-Executive Director,VTYV,investing
13030,Michel Clair,Independent Director,IDLA,investing
13031,Anne Aubert,Employee Shareholders Director,SAF,investing
13032,Graham Prothero,COO & Executive Director,VTYV,investing
13033,Jacques Veyrat,Board Censor,IDLA,investing
13034,Julie Walbaum,CEO & Director,MDM,investing
13035,Hervé Chaillou,Director,SAF,investing
13036,Earl Sibley,CFO & Executive Director,VTYV,investing
13037,Pascal Teranne,Employee Representative Director,IDLA,investing
13038,Michel-Alain M. Proch,Independent Vice Chairman of the Board,MDM,investing
13039,Fabienne Lecorvaisier,Independent Director,SAF,investing
13040,Eleonore Ladreit Lacharriere,Independent Director,IDLA,investing
13041,Ian Paul Tyler,Non-Executive Chairman,VTYV,investing
13042,Marie-Christine Levet,Independent Director,MDM,investing
13043,Christian Hager,Independent First Deputy Chairman of the Supervisory Board,SIAG,investing
13044,Herve Francois Marie Montjotin,Independent Board Member,IDLA,investing
13045,John Derrick Altham,Director of Bovis Homes,VTYV,investing
13046,Stephen David Hall,Senior Independent Director,JHD,investing
13047,Thierry Falque-Pierrotin,Independent Chairman of the Board,MDM,investing
13048,Manfred Rapf,Independent Second Deputy Chairman of the Supervisory Board,SIAG,investing
13049,Julio Castelo Matrán,Honorary Chairman,MAP,investing
13050,Laure Hauseux,Independent Director,MDM,investing
13051,Ashley Steel,Independent Non-Executive Director,VTYV,investing
13052,Marie-Aude Hemar,Director,IDLA,investing
13053,Geoffrey Halstead,Honorary President,JHD,investing
13054,Karin Rest,Independent Chairwoman of Supervisory Board Member,SIAG,investing
13055,Luis Hernando De Larramendi Martinez,Nominee Director,MAP,investing
13056,Gerard Lavinay,Independent Director,IDLA,investing
13057,Mustapha Oulkhouir,Employee Representative Director,MDM,investing
13058,Katherine Innes Ker,Independent Non-Executive Director,VTYV,investing
13059,Michael James Halstead,Independent Non-Executive Director,JHD,investing
13060,Elisabeth Wagerer,Employee Representative Member of the Supervisory Board and Head of Corporate Communications & IR,SIAG,investing
13061,Antoine Arnault,Director,LVMH,investing
13062,Sophie Guieysse,Independent Director,MDM,investing
13063,Antonio Miguel-Romero De Olano,Nominee Director,MAP,investing
13064,Vera Gorbatcheva,Director,IDLA,investing
13065,Marie-Véronique Belloeil-Melkin,Employees Representative Director,LVMH,investing
13066,James Anthony Wild,Independent Non-executive Chairman,JHD,investing
13067,Charles de Croisset,Lead Independent Director,LVMH,investing
13068,Alfonso Rebuelta Badias,Nominee Director,MAP,investing
13069,Holger Schmidtmayr,Employee representative Member of the Supervisory Board,SIAG,investing
13070,Cecile Cloarec,Independent Director,MDM,investing
13071,Clara Gaymard,Independent Director,LVMH,investing
13072,Martin Larsen,Director,DRLCO,investing
13073,Russell Peter Whiting,Independent Non-Executive Director,JHD,investing
13074,Kristin H. Holth,Director,DRLCO,investing
13075,Sophie Chassat,Independent Director,LVMH,investing
13076,Glenn Gormsen,Director,DRLCO,investing
13077,María Leticia de Freitas Costa,Independent Director,MAP,investing
13078,Peter Child,Independent Chairman of the Board,MDM,investing
13079,Diego Della Valle,Independent Director,LVMH,investing
13080,Andreas Feuerstein,Member of the Supervisory Board,SIAG,investing
13081,Larissa Schikowski,Employee Representative Member of the Supervisory Board,GILG,investing
13082,Alastair Maxwell,Director,DRLCO,investing
13083,M. Hubert Védrine,Independent Director,LVMH,investing
13084,Caroline Alting,Director,DRLCO,investing
13085,Gordon R. Oliver,Finance Director & Executive Director,JHD,investing
13086,Marie-Laure Sauty de Chalon,Independent Director,LVMH,investing
13087,D. Koopmans,Member of Supervisory Board,BAMN,investing
13088,Rosa María Garcia Pineiro,Independent Director,MAP,investing
13089,Ann-Christin Andersen,Director,DRLCO,investing
13090,Hanna Bomba,Independent Supervisory Board Member,SIAG,investing
13091,Tanja Fondel,Employee Representative Member of Supervisory Board,GILG,investing
13092,Mark Halstead,CEO & Executive Director,JHD,investing
13093,Alejandro Santo Domingo Dávila,Non-Executive Director,ABI,investing
13094,Robert M. Uggla,Vice Chairman,DRLCO,investing
13095,Henderikus Th. E. M. R. Rottinghuis,Chairman of Supervisory Board,BAMN,investing
13096,Sabine Chalmers,Non-Executive Director,ABI,investing
13097,José Manuel Martínez Martínez,Honorary Chairman,MAP,investing
13098,Claus Michael Valentin Hemmingsen,Chairman of the Board,DRLCO,investing
13099,Iris Knobloch,Independent Director,LVMH,investing
13100,Florian Beckermann,Member of the Supervisory Board,SIAG,investing
13101,Claudio Moniz Barretto Garcia,Non-Executive Director,ABI,investing
13102,Cecilia Sicupira,Non-Executive Director,ABI,investing
13103,Yann Arthus-Bertrand,Member of Advisory Board,LVMH,investing
13104,James Victor Nudo,Member of Supervisory Board,GILG,investing
13105,Delphine Arnault Gancia,Director,LVMH,investing
13106,Ana Isabel Fernandez Alvarez,Independent Director,MAP,investing
13107,Volker Wedershoven,Director,AZT,investing
13108,Bernard Arnault,Chairman,LVMH,investing
13109,Paulo Alberto Lemann,Non-Executive Director,ABI,investing
13110,Martha Michele Burns,Non-Executive Independent Director,ABI,investing
13111,John Nacos,Member of the Supervisory Board,SIAG,investing
13112,M. P. Sheffield,Member of Supervisory Board,BAMN,investing
13113,Charles David Powell,Member of Advisory Board,LVMH,investing
13114,Martin J. Barrington,Non-Executive Independent Chairman,ABI,investing
13115,Stefan Stetter,Employee Representative Deputy Chairman of the Supervisory Board,GILG,investing
13116,Yves-Thibault de Silguy,Independent Director,LVMH,investing
13117,Elio Leoni Sceti,Non-Executive Independent Director,ABI,investing
13118,Pietro Beccari,Chairman & CEO of Christian Dior Couture,LVMH,investing
13119,Catalina Minarro Brugarolas,Independent Second Vice-Chairwoman of the Board,MAP,investing
13120,Alexandre Van Damme,Non-Executive Director,ABI,investing
13121,Marit Sjo Lorentzen,Employee Representative Director & Director of Operations,AZT,investing
13122,Marie- Josée Kravis,Independent Director,LVMH,investing
13123,Gregoire de Spoelberch,Non-Executive Director,ABI,investing
13124,Ewald Aschauer,Member of the Supervisory Board,SIAG,investing
13125,Antonio Belloni,Group MD & Director,LVMH,investing
13126,Dominique Aumont,Employees Representing Director,LVMH,investing
13127,Xiaozhi Liu,Non-Executive Independent Director,ABI,investing
13128,Masahiko Mori,Chairman of Supervisory Board,GILG,investing
13129,Natacha Valla,Independent Director,LVMH,investing
13130,William F. Gifford,Non-Executive Director,ABI,investing
13131,Michael Burke,Chairman & CEO of Louis Vuitton,LVMH,investing
13132,María del Pilar Perales Viscasillas,Independent Director,MAP,investing
13133,N.M. Skorupska,Member of Supervisory Board,BAMN,investing
13134,Marie Ann Roskrow,Chairperson,AZT,investing
13135,Arthur Paul Cornet de Ways-Ruart,Non-Executive Director,ABI,investing
13136,Nicolas Bazire,Senior VP of Development & Acquisitions and Director,LVMH,investing
13137,Roberto Moses Thompson Motta,Non-Executive Director,ABI,investing
13138,Mariasun Asuncion Aramburuzabala Larregui,Non-Executive Director,ABI,investing
13139,Dietmar Jansen,Employee Representative Member of Supervisory Board,GILG,investing
13140,Ignacio Baeza Gomez,First Vice Chairman of the Board,MAP,investing
13141,Jane Theaker,Director,AZT,investing
13142,B. Elfring,Member of Supervisory Board,BAMN,investing
13143,Michaela Schroll,Employee Representative Member of the Supervisory Board,GILG,investing
13144,Antonio Huertas Mejias,Chairman & CEO,MAP,investing
13145,Bernd Striberny,Employee Elected Observer,AZT,investing
13146,Berend Denkena,Member of Supervisory Board,GILG,investing
13147,José Manuel Inchausti Perez,Third Vice Chairman & CEO of Iberia Regional Area,MAP,investing
13148,G. Boon,Vice Chairman of the Supervisory Board,BAMN,investing
13149,Irene Bader,Member of the Supervisory Board,GILG,investing
13150,Antonio Gomez Ciria,Independent Director,MAP,investing
13151,Ulrich Hocker,Deputy Chairman of the Supervisory Board,GILG,investing
13152,Jose Antonio Colomer Guiu,Independent Director,MAP,investing
13153,Annette G. Kohler,Member of Supervisory Board,GILG,investing
13154,Charles H. Giancarlo,Independent Director,ZS,investing
13155,Francisco Jose Marco Orenes,Group Chief Business Support Officer & Director,MAP,investing
13156,Mario Krainhofner,Employee Representative First Deputy Chairman of Supervisory Board,GILG,investing
13157,Karen L. Blasing,Independent Director,ZS,investing
13158,Herve Coppens D'Eeckenbrugge,Independent Director,SOLB,investing
13159,Francoise de Viron,Independent Director,SOLB,investing
13160,Fernando Mata Verdejo,Group CFO & Director,MAP,investing
13161,Charles Casimir-Lambert,Independent Director,SOLB,investing
13162,Gilles Michel,Independent Director,SOLB,investing
13163,Wolfgang Colberg,Independent Director,SOLB,investing
13164,Scott C. Darling,Independent Director,ZS,investing
13165,Edouard Janssen,Director,SOLB,investing
13166,Peter Geoffrey Moon,Director,SAIN,investing
13167,Nicolas Boel,Non-Independent Chairman,SOLB,investing
13168,Jagtar S. Chaudhry,"Co-Founder, President, CEO & Chairman of the Board",ZS,investing
13169,Bernard de Laguiche,Non Independent Non Executive Director,SOLB,investing
13170,Philippe Tournay,Independent Director,SOLB,investing
13171,Maria Johanna Oudeman,Independent Director,SOLB,investing
13172,Menzies Campbell,Director,SAIN,investing
13173,Jan J. Nooitgedagt,Independent Chairman of the Supervisory Board,PTNL,investing
13174,Matti Lievonen,Independent Director,SOLB,investing
13175,Agnes Lemarchand-Poirier,Independent Director,SOLB,investing
13176,Andrew William-Fraser Brown,Independent Director,ZS,investing
13177,Aude Thibaut de Maisieres,Independent Director,SOLB,investing
13178,Eric M. Hagman,Director,SAIN,investing
13179,Ilham Kadri,"Chairman of the Executive Committee, CEO & Non Independent Director",SOLB,investing
13180,Marike E. van Lier Lels,Independent Vice Chairman of the Supervisory Board,PTNL,investing
13181,Rosemary Prudence Thorne,Independent Director,SOLB,investing
13182,David L. Schneider,Independent Director,ZS,investing
13183,John Olav Kerr,Senior Independent Director,SAIN,investing
13184,Patrick Soderlund,Independent Director,HEXABs,investing
13185,A. P. W. Melkert,Independent Member of the Supervisory Board,PTNL,investing
13186,Ulrika Francke,Independent Director,HEXABs,investing
13187,Sofia Schorling Hogberg,Director,HEXABs,investing
13188,Eileen Naughton,Independent Director,ZS,investing
13189,Brian Gammell Ivory,Chairman,SAIN,investing
13190,Cheick Tidjane Thiam,Independent Director,PRTP,investing
13191,Daniela Riccardi,Independent Director,PRTP,investing
13192,Gun Nilsson,Chairman of the Board,HEXABs,investing
13193,François-Henri Pinault,Chairman & CEO,PRTP,investing
